id,question,query,choice_labels,gold_letters,option_texts_json,option_a,option_b,option_c,option_d
en_0102,"Jennifer Wuyan is an investment strategist responsible for developing long-term capital market expectations for an investment firm that invests in domestic equi- ties. She presents a report to the firm’s investment committee describing the sta- tistical model used to formulate capital market expectations, which is based on a dividend discount method. In the report, she notes that in developing the model, she researched the historical data seeking to identify the relevant variables and determined the best source of data for the model. She also notes her interpreta- tion of the current economic and market environment. 
Discuss how each of the following forecasting challenges evident in Wuyan’s report and in Tommanson’s comments affects the setting of capital market expectations:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: Jennifer Wuyan is an investment strategist responsible for developing long-term capital market expectations for an investment firm that invests in domestic equi- ties. She presents a report to the firm’s investment committee describing the sta- tistical model used to formulate capital market expectations, which is based on a dividend discount method. In the report, she notes that in developing the model, she researched the historical data seeking to identify the relevant variables and determined the best source of data for the model. She also notes her interpreta- tion of the current economic and market environment. 
Discuss how each of the following forecasting challenges evident in Wuyan’s report and in Tommanson’s comments affects the setting of capital market expectations:

Options:
a. Status quo bias
b. Data-mining bias
c. Risk of regime change
d. Misinterpretation of correlation

Answer:","a,b,c,d","a,b,c,d","{""a"": ""Status quo bias"", ""b"": ""Data-mining bias"", ""c"": ""Risk of regime change"", ""d"": ""Misinterpretation of correlation Answer:""}",Status quo bias,Data-mining bias,Risk of regime change,Misinterpretation of correlation Answer:
en_0108,A European bond portfolio manager wants to increase the modified duration of his €30 million portfolio from 3 to 5. She would most likely enter a receive-fixed interest rate swap that has principal notional of €20 million and:,"Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: A European bond portfolio manager wants to increase the modified duration of his €30 million portfolio from 3 to 5. She would most likely enter a receive-fixed interest rate swap that has principal notional of €20 million and:

Options:
a. a modified duration of 2.
b. a modified duration of 3.
c. a modified duration of 4.

Answer:","a,b,c",b,"{""a"": ""a modified duration of 2."", ""b"": ""a modified duration of 3."", ""c"": ""a modified duration of 4. Answer:""}",a modified duration of 2.,a modified duration of 3.,a modified duration of 4. Answer:,
en_0111,"A US institutional investor in search of yield decides to buy Italian government bonds for her portfolio but wants to hedge against the risk of exchange rate fluc- tuations. She enters a cross-currency basis swap, with the same payment dates as the bonds, where at inception she delivers US dollars in exchange for euros for use in purchasing the Italian bonds. The notional principals on the swap are most likely exchanged:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: A US institutional investor in search of yield decides to buy Italian government bonds for her portfolio but wants to hedge against the risk of exchange rate fluc- tuations. She enters a cross-currency basis swap, with the same payment dates as the bonds, where at inception she delivers US dollars in exchange for euros for use in purchasing the Italian bonds. The notional principals on the swap are most likely exchanged:

Options:
a. at inception only.
b. at maturity only.
c. both at inception and at maturity.

Answer:","a,b,c",c,"{""a"": ""at inception only."", ""b"": ""at maturity only."", ""c"": ""both at inception and at maturity. Answer:""}",at inception only.,at maturity only.,both at inception and at maturity. Answer:,
en_0112,"Continuing from the previous question, assume demand for US dollars is strong relative to demand for euros, so there is a positive basis for “lending” US dollars. By hedging the position in Italian government bonds with the currency basis swap, the US investor will most likely increase the periodic net interest payments received from the swap counterparty in:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: Continuing from the previous question, assume demand for US dollars is strong relative to demand for euros, so there is a positive basis for “lending” US dollars. By hedging the position in Italian government bonds with the currency basis swap, the US investor will most likely increase the periodic net interest payments received from the swap counterparty in:

Options:
a. euros only.
b. US dollars only.
c. both euros and US dollars.

Answer:","a,b,c",b,"{""a"": ""euros only."", ""b"": ""US dollars only."", ""c"": ""both euros and US dollars. Answer:""}",euros only.,US dollars only.,both euros and US dollars. Answer:,
en_0113,"An equity portfolio manager is invested 100% in US large-cap stocks, but he wants to reduce the current allocation by 20%, to 80%, and allocate 20% to US small caps. He decides not to sell the stocks because of the high transaction costs. Rather, he will use S&P 500 Index futures and Russell 2000 Index futures for achieving the desired exposure in, respectively, US large caps and small caps. To achieve the new allocation, he will for an equivalent of 20% of the portfolio value:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: An equity portfolio manager is invested 100% in US large-cap stocks, but he wants to reduce the current allocation by 20%, to 80%, and allocate 20% to US small caps. He decides not to sell the stocks because of the high transaction costs. Rather, he will use S&P 500 Index futures and Russell 2000 Index futures for achieving the desired exposure in, respectively, US large caps and small caps. To achieve the new allocation, he will for an equivalent of 20% of the portfolio value:

Options:
a. purchase Russell 2000 futures only.
b. purchase Russell 2000 futures and sell S&P 500 futures.
c. sell Russell 2000 futures and purchase S&P 500 futures.

Answer:","a,b,c",b,"{""a"": ""purchase Russell 2000 futures only."", ""b"": ""purchase Russell 2000 futures and sell S&P 500 futures."", ""c"": ""sell Russell 2000 futures and purchase S&P 500 futures. Answer:""}",purchase Russell 2000 futures only.,purchase Russell 2000 futures and sell S&P 500 futures.,sell Russell 2000 futures and purchase S&P 500 futures. Answer:,
en_0114,"A volatility trader observes that the VIX term structure is upward sloping. In particular, the VIX is at 13.50, the front-month futures contract trades at 14.10, and the second-month futures contract trades at 15.40. Assuming the shape of the VIX term structure will remain constant over the next three-month period, the trader decides to implement a trade that would profit from the VIX carry roll down. She will most likely purchase the:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: A volatility trader observes that the VIX term structure is upward sloping. In particular, the VIX is at 13.50, the front-month futures contract trades at 14.10, and the second-month futures contract trades at 15.40. Assuming the shape of the VIX term structure will remain constant over the next three-month period, the trader decides to implement a trade that would profit from the VIX carry roll down. She will most likely purchase the:

Options:
a. VIX and sell the VIX second-month futures.
b. VIX and sell the VIX front-month futures.
c. VIX front-month futures and sell the VIX second-month futures.

Answer:","a,b,c",c,"{""a"": ""VIX and sell the VIX second-month futures."", ""b"": ""VIX and sell the VIX front-month futures."", ""c"": ""VIX front-month futures and sell the VIX second-month futures. Answer:""}",VIX and sell the VIX second-month futures.,VIX and sell the VIX front-month futures.,VIX front-month futures and sell the VIX second-month futures. Answer:,
en_0118,"Li Jiang is an international economist operating a subscription website through which she offers financial advice on currency issues to retail investors. One morning she receives four subscriber e-mails seeking guidance.
 Subscriber 1
“As a French national now working in the United States, I hold US dollar-denominated assets currently valued at USD 700,000. The USD/EUR exchange rate has been quite volatile and now appears oversold based on historical price trends. With my American job ending soon, I will return to Europe. I want to protect the value of my USD holdings, measured in EUR terms, before I repatriate these funds back to France. To reduce my currency exposure I am going to use currency futures contracts. Can you explain the factors most relevant to implementing this strategy?”
 Subscriber 2
“I have observed that many of the overseas markets for Korean export goods are slowing, while the United States is experi- encing a rise in exports. Both trends can combine to possibly affect the value of the won (KRW) relative to the US dollar. As a result, I am considering a speculative currency trade on the KRW/USD exchange rate. I also expect the volatility in this exchange rate to increase.”
 Subscriber 3
“India has relatively high interest rates compared to the United States and my market view is that this situation is likely to per- sist. As a retail investor actively trading currencies, I am con- sidering borrowing in USD and converting to the Indian rupee (INR). I then intend to invest these funds in INR-denominated bonds, but without using a currency hedge.”
 Subscriber 4
“I was wondering if trading in emerging market curren-
cies provides the more opportunities for superior returns through active management than trading in Developed Market currencies.”
 For Subscriber 1, the most significant factor to consider would be:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: Li Jiang is an international economist operating a subscription website through which she offers financial advice on currency issues to retail investors. One morning she receives four subscriber e-mails seeking guidance.
 Subscriber 1
“As a French national now working in the United States, I hold US dollar-denominated assets currently valued at USD 700,000. The USD/EUR exchange rate has been quite volatile and now appears oversold based on historical price trends. With my American job ending soon, I will return to Europe. I want to protect the value of my USD holdings, measured in EUR terms, before I repatriate these funds back to France. To reduce my currency exposure I am going to use currency futures contracts. Can you explain the factors most relevant to implementing this strategy?”
 Subscriber 2
“I have observed that many of the overseas markets for Korean export goods are slowing, while the United States is experi- encing a rise in exports. Both trends can combine to possibly affect the value of the won (KRW) relative to the US dollar. As a result, I am considering a speculative currency trade on the KRW/USD exchange rate. I also expect the volatility in this exchange rate to increase.”
 Subscriber 3
“India has relatively high interest rates compared to the United States and my market view is that this situation is likely to per- sist. As a retail investor actively trading currencies, I am con- sidering borrowing in USD and converting to the Indian rupee (INR). I then intend to invest these funds in INR-denominated bonds, but without using a currency hedge.”
 Subscriber 4
“I was wondering if trading in emerging market curren-
cies provides the more opportunities for superior returns through active management than trading in Developed Market currencies.”
 For Subscriber 1, the most significant factor to consider would be:

Options:
a. margin requirements.
b. transaction costs of using futures contracts.
c. different quoting conventions for future contracts.

Answer:","a,b,c",a,"{""a"": ""margin requirements."", ""b"": ""transaction costs of using futures contracts."", ""c"": ""different quoting conventions for future contracts. Answer:""}",margin requirements.,transaction costs of using futures contracts.,different quoting conventions for future contracts. Answer:,
en_0119,"Li Jiang is an international economist operating a subscription website through which she offers financial advice on currency issues to retail investors. One morning she receives four subscriber e-mails seeking guidance.
 Subscriber 1
“As a French national now working in the United States, I hold US dollar-denominated assets currently valued at USD 700,000. The USD/EUR exchange rate has been quite volatile and now appears oversold based on historical price trends. With my American job ending soon, I will return to Europe. I want to protect the value of my USD holdings, measured in EUR terms, before I repatriate these funds back to France. To reduce my currency exposure I am going to use currency futures contracts. Can you explain the factors most relevant to implementing this strategy?”
 Subscriber 2
“I have observed that many of the overseas markets for Korean export goods are slowing, while the United States is experi- encing a rise in exports. Both trends can combine to possibly affect the value of the won (KRW) relative to the US dollar. As a result, I am considering a speculative currency trade on the KRW/USD exchange rate. I also expect the volatility in this exchange rate to increase.”
 Subscriber 3
“India has relatively high interest rates compared to the United States and my market view is that this situation is likely to per- sist. As a retail investor actively trading currencies, I am con- sidering borrowing in USD and converting to the Indian rupee (INR). I then intend to invest these funds in INR-denominated bonds, but without using a currency hedge.”
 Subscriber 4
“I was wondering if trading in emerging market curren-
cies provides the more opportunities for superior returns through active management than trading in Developed Market currencies.”
For Subscriber 2, and assuming all of the choices relate to the KRW/USD ex- change rate, the best way to implement the trading strategy would be to:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: Li Jiang is an international economist operating a subscription website through which she offers financial advice on currency issues to retail investors. One morning she receives four subscriber e-mails seeking guidance.
 Subscriber 1
“As a French national now working in the United States, I hold US dollar-denominated assets currently valued at USD 700,000. The USD/EUR exchange rate has been quite volatile and now appears oversold based on historical price trends. With my American job ending soon, I will return to Europe. I want to protect the value of my USD holdings, measured in EUR terms, before I repatriate these funds back to France. To reduce my currency exposure I am going to use currency futures contracts. Can you explain the factors most relevant to implementing this strategy?”
 Subscriber 2
“I have observed that many of the overseas markets for Korean export goods are slowing, while the United States is experi- encing a rise in exports. Both trends can combine to possibly affect the value of the won (KRW) relative to the US dollar. As a result, I am considering a speculative currency trade on the KRW/USD exchange rate. I also expect the volatility in this exchange rate to increase.”
 Subscriber 3
“India has relatively high interest rates compared to the United States and my market view is that this situation is likely to per- sist. As a retail investor actively trading currencies, I am con- sidering borrowing in USD and converting to the Indian rupee (INR). I then intend to invest these funds in INR-denominated bonds, but without using a currency hedge.”
 Subscriber 4
“I was wondering if trading in emerging market curren-
cies provides the more opportunities for superior returns through active management than trading in Developed Market currencies.”
For Subscriber 2, and assuming all of the choices relate to the KRW/USD ex- change rate, the best way to implement the trading strategy would be to:

Options:
a. write a straddle.
b. buy a put option.
c. use a long NDF position.

Answer:","a,b,c",c,"{""a"": ""write a straddle."", ""b"": ""buy a put option."", ""c"": ""use a long NDF position. Answer:""}",write a straddle.,buy a put option.,use a long NDF position. Answer:,
en_0120,"Li Jiang is an international economist operating a subscription website through which she offers financial advice on currency issues to retail investors. One morning she receives four subscriber e-mails seeking guidance.
 Subscriber 1
“As a French national now working in the United States, I hold US dollar-denominated assets currently valued at USD 700,000. The USD/EUR exchange rate has been quite volatile and now appears oversold based on historical price trends. With my American job ending soon, I will return to Europe. I want to protect the value of my USD holdings, measured in EUR terms, before I repatriate these funds back to France. To reduce my currency exposure I am going to use currency futures contracts. Can you explain the factors most relevant to implementing this strategy?”
 Subscriber 2
“I have observed that many of the overseas markets for Korean export goods are slowing, while the United States is experi- encing a rise in exports. Both trends can combine to possibly affect the value of the won (KRW) relative to the US dollar. As a result, I am considering a speculative currency trade on the KRW/USD exchange rate. I also expect the volatility in this exchange rate to increase.”
 Subscriber 3
“India has relatively high interest rates compared to the United States and my market view is that this situation is likely to per- sist. As a retail investor actively trading currencies, I am con- sidering borrowing in USD and converting to the Indian rupee (INR). I then intend to invest these funds in INR-denominated bonds, but without using a currency hedge.”
 Subscriber 4
“I was wondering if trading in emerging market curren-
cies provides the more opportunities for superior returns through active management than trading in Developed Market currencies.”
Which of the following market developments would be most favorable for Sub- scriber 3’s trading plan?","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: Li Jiang is an international economist operating a subscription website through which she offers financial advice on currency issues to retail investors. One morning she receives four subscriber e-mails seeking guidance.
 Subscriber 1
“As a French national now working in the United States, I hold US dollar-denominated assets currently valued at USD 700,000. The USD/EUR exchange rate has been quite volatile and now appears oversold based on historical price trends. With my American job ending soon, I will return to Europe. I want to protect the value of my USD holdings, measured in EUR terms, before I repatriate these funds back to France. To reduce my currency exposure I am going to use currency futures contracts. Can you explain the factors most relevant to implementing this strategy?”
 Subscriber 2
“I have observed that many of the overseas markets for Korean export goods are slowing, while the United States is experi- encing a rise in exports. Both trends can combine to possibly affect the value of the won (KRW) relative to the US dollar. As a result, I am considering a speculative currency trade on the KRW/USD exchange rate. I also expect the volatility in this exchange rate to increase.”
 Subscriber 3
“India has relatively high interest rates compared to the United States and my market view is that this situation is likely to per- sist. As a retail investor actively trading currencies, I am con- sidering borrowing in USD and converting to the Indian rupee (INR). I then intend to invest these funds in INR-denominated bonds, but without using a currency hedge.”
 Subscriber 4
“I was wondering if trading in emerging market curren-
cies provides the more opportunities for superior returns through active management than trading in Developed Market currencies.”
Which of the following market developments would be most favorable for Sub- scriber 3’s trading plan?

Options:
a. A narrower interest rate differential.
b. A higher forward premium for INR/USD.
c. Higher volatility in INR/USD spot rate movements.

Answer:","a,b,c",b,"{""a"": ""A narrower interest rate differential."", ""b"": ""A higher forward premium for INR/USD."", ""c"": ""Higher volatility in INR/USD spot rate movements. Answer:""}",A narrower interest rate differential.,A higher forward premium for INR/USD.,Higher volatility in INR/USD spot rate movements. Answer:,
en_0121,"Li Jiang is an international economist operating a subscription website through which she offers financial advice on currency issues to retail investors. One morning she receives four subscriber e-mails seeking guidance.
 Subscriber 1
“As a French national now working in the United States, I hold US dollar-denominated assets currently valued at USD 700,000. The USD/EUR exchange rate has been quite volatile and now appears oversold based on historical price trends. With my American job ending soon, I will return to Europe. I want to protect the value of my USD holdings, measured in EUR terms, before I repatriate these funds back to France. To reduce my currency exposure I am going to use currency futures contracts. Can you explain the factors most relevant to implementing this strategy?”
 Subscriber 2
“I have observed that many of the overseas markets for Korean export goods are slowing, while the United States is experi- encing a rise in exports. Both trends can combine to possibly affect the value of the won (KRW) relative to the US dollar. As a result, I am considering a speculative currency trade on the KRW/USD exchange rate. I also expect the volatility in this exchange rate to increase.”
 Subscriber 3
“India has relatively high interest rates compared to the United States and my market view is that this situation is likely to per- sist. As a retail investor actively trading currencies, I am con- sidering borrowing in USD and converting to the Indian rupee (INR). I then intend to invest these funds in INR-denominated bonds, but without using a currency hedge.”
 Subscriber 4
“I was wondering if trading in emerging market curren-
cies provides the more opportunities for superior returns through active management than trading in Developed Market currencies.”
 Jiang’s best response to Subscriber 4 would be that active trading in trading in emerging market currencies:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: Li Jiang is an international economist operating a subscription website through which she offers financial advice on currency issues to retail investors. One morning she receives four subscriber e-mails seeking guidance.
 Subscriber 1
“As a French national now working in the United States, I hold US dollar-denominated assets currently valued at USD 700,000. The USD/EUR exchange rate has been quite volatile and now appears oversold based on historical price trends. With my American job ending soon, I will return to Europe. I want to protect the value of my USD holdings, measured in EUR terms, before I repatriate these funds back to France. To reduce my currency exposure I am going to use currency futures contracts. Can you explain the factors most relevant to implementing this strategy?”
 Subscriber 2
“I have observed that many of the overseas markets for Korean export goods are slowing, while the United States is experi- encing a rise in exports. Both trends can combine to possibly affect the value of the won (KRW) relative to the US dollar. As a result, I am considering a speculative currency trade on the KRW/USD exchange rate. I also expect the volatility in this exchange rate to increase.”
 Subscriber 3
“India has relatively high interest rates compared to the United States and my market view is that this situation is likely to per- sist. As a retail investor actively trading currencies, I am con- sidering borrowing in USD and converting to the Indian rupee (INR). I then intend to invest these funds in INR-denominated bonds, but without using a currency hedge.”
 Subscriber 4
“I was wondering if trading in emerging market curren-
cies provides the more opportunities for superior returns through active management than trading in Developed Market currencies.”
 Jiang’s best response to Subscriber 4 would be that active trading in trading in emerging market currencies:

Options:
a. typically leads to return distributions that are positively skewed.
b. should not lead to higher returns because FX markets are efficient. Practice Problems 221
c. often leads to higher returns through carry trades, but comes with higher risks and trading costs.

Answer:","a,b,c",c,"{""a"": ""typically leads to return distributions that are positively skewed."", ""b"": ""should not lead to higher returns because FX markets are efficient. Practice Problems 221"", ""c"": ""often leads to higher returns through carry trades, but comes with higher risks and trading costs. Answer:""}",typically leads to return distributions that are positively skewed.,should not lead to higher returns because FX markets are efficient. Practice Problems 221,"often leads to higher returns through carry trades, but comes with higher risks and trading costs. Answer:",
en_0127,"Rika Björk runs the currency overlay program at a large Scandinavian invest- ment fund, which uses the Swedish krona (SEK) as its reporting currency. She is managing the fund’s exposure to GBP-denominated assets, which are currently hedged with a GBP 100,000,000 forward contract (on the SEK/GBP cross rate, which is currently at 10.6875 spot). The maturity for the forward contract is December 1, which is still several months away. However, since the contract was initiated the value of the fund’s assets has declined by GBP 7,000,000. As a result, Björk wants to rebalance the hedge immediately.
Next Björk turns her attention to the fund’s Swiss franc (CHF) exposures. In order to maintain some profit potential Björk wants to hedge the exposure using a currency option, but at the same time, she wants to reduce hedging costs. She believes that there is limited upside for the SEK/CHF cross rate.
Björk then examines the fund’s EUR-denominated exposures. Due to recent monetary tightening by the Riksbank (the Swedish central bank) forward points for the SEK/EUR rate have swung to a premium. The fund’s EUR-denominated exposures are hedged with forward contracts.
Finally Björk turns her attention to the fund’s currency exposures in several emerging markets. The fund has large positions in several Latin American bond markets, but Björk does not feel that there is sufficient liquidity in the related foreign exchange derivatives to easily hedge the fund’s Latin American bond markets exposures. However, the exchange rates for these countries, measured against the SEK, are correlated with the MXN/SEK exchange rate. (The MXN
is the Mexican peso, which is considered to be among the most liquid Latin American currencies). Björk considers using forward positions in the MXN to cross-hedge the fund’s Latin American currency exposures.
28. To rebalance the SEK/GBP hedge, and assuming all instruments are based on SEK/GBP, Björk would buy:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: Rika Björk runs the currency overlay program at a large Scandinavian invest- ment fund, which uses the Swedish krona (SEK) as its reporting currency. She is managing the fund’s exposure to GBP-denominated assets, which are currently hedged with a GBP 100,000,000 forward contract (on the SEK/GBP cross rate, which is currently at 10.6875 spot). The maturity for the forward contract is December 1, which is still several months away. However, since the contract was initiated the value of the fund’s assets has declined by GBP 7,000,000. As a result, Björk wants to rebalance the hedge immediately.
Next Björk turns her attention to the fund’s Swiss franc (CHF) exposures. In order to maintain some profit potential Björk wants to hedge the exposure using a currency option, but at the same time, she wants to reduce hedging costs. She believes that there is limited upside for the SEK/CHF cross rate.
Björk then examines the fund’s EUR-denominated exposures. Due to recent monetary tightening by the Riksbank (the Swedish central bank) forward points for the SEK/EUR rate have swung to a premium. The fund’s EUR-denominated exposures are hedged with forward contracts.
Finally Björk turns her attention to the fund’s currency exposures in several emerging markets. The fund has large positions in several Latin American bond markets, but Björk does not feel that there is sufficient liquidity in the related foreign exchange derivatives to easily hedge the fund’s Latin American bond markets exposures. However, the exchange rates for these countries, measured against the SEK, are correlated with the MXN/SEK exchange rate. (The MXN
is the Mexican peso, which is considered to be among the most liquid Latin American currencies). Björk considers using forward positions in the MXN to cross-hedge the fund’s Latin American currency exposures.
28. To rebalance the SEK/GBP hedge, and assuming all instruments are based on SEK/GBP, Björk would buy:

Options:
a. GBP 7,000,000 spot.
b. GBP 7,000,000 forward to December 1.
c. SEK 74,812,500 forward to December 1.

Answer:","a,b,c",b,"{""a"": ""GBP 7,000,000 spot."", ""b"": ""GBP 7,000,000 forward to December 1."", ""c"": ""SEK 74,812,500 forward to December 1. Answer:""}","GBP 7,000,000 spot.","GBP 7,000,000 forward to December 1.","SEK 74,812,500 forward to December 1. Answer:",
en_0128,"Rika Björk runs the currency overlay program at a large Scandinavian invest- ment fund, which uses the Swedish krona (SEK) as its reporting currency. She is managing the fund’s exposure to GBP-denominated assets, which are currently hedged with a GBP 100,000,000 forward contract (on the SEK/GBP cross rate, which is currently at 10.6875 spot). The maturity for the forward contract is December 1, which is still several months away. However, since the contract was initiated the value of the fund’s assets has declined by GBP 7,000,000. As a result, Björk wants to rebalance the hedge immediately.
Next Björk turns her attention to the fund’s Swiss franc (CHF) exposures. In order to maintain some profit potential Björk wants to hedge the exposure using a currency option, but at the same time, she wants to reduce hedging costs. She believes that there is limited upside for the SEK/CHF cross rate.
Björk then examines the fund’s EUR-denominated exposures. Due to recent monetary tightening by the Riksbank (the Swedish central bank) forward points for the SEK/EUR rate have swung to a premium. The fund’s EUR-denominated exposures are hedged with forward contracts.
Finally Björk turns her attention to the fund’s currency exposures in several emerging markets. The fund has large positions in several Latin American bond markets, but Björk does not feel that there is sufficient liquidity in the related foreign exchange derivatives to easily hedge the fund’s Latin American bond markets exposures. However, the exchange rates for these countries, measured against the SEK, are correlated with the MXN/SEK exchange rate. (The MXN
is the Mexican peso, which is considered to be among the most liquid Latin American currencies). Björk considers using forward positions in the MXN to cross-hedge the fund’s Latin American currency exposures.
Given her investment goals and market view, and assuming all options are based on SEK/CHF, the best strategy for Björk to manage the fund’s CHF exposure would be to buy an:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: Rika Björk runs the currency overlay program at a large Scandinavian invest- ment fund, which uses the Swedish krona (SEK) as its reporting currency. She is managing the fund’s exposure to GBP-denominated assets, which are currently hedged with a GBP 100,000,000 forward contract (on the SEK/GBP cross rate, which is currently at 10.6875 spot). The maturity for the forward contract is December 1, which is still several months away. However, since the contract was initiated the value of the fund’s assets has declined by GBP 7,000,000. As a result, Björk wants to rebalance the hedge immediately.
Next Björk turns her attention to the fund’s Swiss franc (CHF) exposures. In order to maintain some profit potential Björk wants to hedge the exposure using a currency option, but at the same time, she wants to reduce hedging costs. She believes that there is limited upside for the SEK/CHF cross rate.
Björk then examines the fund’s EUR-denominated exposures. Due to recent monetary tightening by the Riksbank (the Swedish central bank) forward points for the SEK/EUR rate have swung to a premium. The fund’s EUR-denominated exposures are hedged with forward contracts.
Finally Björk turns her attention to the fund’s currency exposures in several emerging markets. The fund has large positions in several Latin American bond markets, but Björk does not feel that there is sufficient liquidity in the related foreign exchange derivatives to easily hedge the fund’s Latin American bond markets exposures. However, the exchange rates for these countries, measured against the SEK, are correlated with the MXN/SEK exchange rate. (The MXN
is the Mexican peso, which is considered to be among the most liquid Latin American currencies). Björk considers using forward positions in the MXN to cross-hedge the fund’s Latin American currency exposures.
Given her investment goals and market view, and assuming all options are based on SEK/CHF, the best strategy for Björk to manage the fund’s CHF exposure would be to buy an:

Options:
a. ATM call option.
b. ITM call option and write an OTM call option.
c. OTM put option and write an OTM call option.

Answer:","a,b,c",c,"{""a"": ""ATM call option."", ""b"": ""ITM call option and write an OTM call option."", ""c"": ""OTM put option and write an OTM call option. Answer:""}",ATM call option.,ITM call option and write an OTM call option.,OTM put option and write an OTM call option. Answer:,
en_0129,"Rika Björk runs the currency overlay program at a large Scandinavian invest- ment fund, which uses the Swedish krona (SEK) as its reporting currency. She is managing the fund’s exposure to GBP-denominated assets, which are currently hedged with a GBP 100,000,000 forward contract (on the SEK/GBP cross rate, which is currently at 10.6875 spot). The maturity for the forward contract is December 1, which is still several months away. However, since the contract was initiated the value of the fund’s assets has declined by GBP 7,000,000. As a result, Björk wants to rebalance the hedge immediately.
Next Björk turns her attention to the fund’s Swiss franc (CHF) exposures. In order to maintain some profit potential Björk wants to hedge the exposure using a currency option, but at the same time, she wants to reduce hedging costs. She believes that there is limited upside for the SEK/CHF cross rate.
Björk then examines the fund’s EUR-denominated exposures. Due to recent monetary tightening by the Riksbank (the Swedish central bank) forward points for the SEK/EUR rate have swung to a premium. The fund’s EUR-denominated exposures are hedged with forward contracts.
Finally Björk turns her attention to the fund’s currency exposures in several emerging markets. The fund has large positions in several Latin American bond markets, but Björk does not feel that there is sufficient liquidity in the related foreign exchange derivatives to easily hedge the fund’s Latin American bond markets exposures. However, the exchange rates for these countries, measured against the SEK, are correlated with the MXN/SEK exchange rate. (The MXN
is the Mexican peso, which is considered to be among the most liquid Latin American currencies). Björk considers using forward positions in the MXN to cross-hedge the fund’s Latin American currency exposures.
 Given the recent movement in the forward premium for the SEK/EUR rate, Björk can expect that the hedge will experience higher:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: Rika Björk runs the currency overlay program at a large Scandinavian invest- ment fund, which uses the Swedish krona (SEK) as its reporting currency. She is managing the fund’s exposure to GBP-denominated assets, which are currently hedged with a GBP 100,000,000 forward contract (on the SEK/GBP cross rate, which is currently at 10.6875 spot). The maturity for the forward contract is December 1, which is still several months away. However, since the contract was initiated the value of the fund’s assets has declined by GBP 7,000,000. As a result, Björk wants to rebalance the hedge immediately.
Next Björk turns her attention to the fund’s Swiss franc (CHF) exposures. In order to maintain some profit potential Björk wants to hedge the exposure using a currency option, but at the same time, she wants to reduce hedging costs. She believes that there is limited upside for the SEK/CHF cross rate.
Björk then examines the fund’s EUR-denominated exposures. Due to recent monetary tightening by the Riksbank (the Swedish central bank) forward points for the SEK/EUR rate have swung to a premium. The fund’s EUR-denominated exposures are hedged with forward contracts.
Finally Björk turns her attention to the fund’s currency exposures in several emerging markets. The fund has large positions in several Latin American bond markets, but Björk does not feel that there is sufficient liquidity in the related foreign exchange derivatives to easily hedge the fund’s Latin American bond markets exposures. However, the exchange rates for these countries, measured against the SEK, are correlated with the MXN/SEK exchange rate. (The MXN
is the Mexican peso, which is considered to be among the most liquid Latin American currencies). Björk considers using forward positions in the MXN to cross-hedge the fund’s Latin American currency exposures.
 Given the recent movement in the forward premium for the SEK/EUR rate, Björk can expect that the hedge will experience higher:

Options:
a. basis risk.
b. roll yield.
c. premia income.

Answer:","a,b,c",b,"{""a"": ""basis risk."", ""b"": ""roll yield."", ""c"": ""premia income. Answer:""}",basis risk.,roll yield.,premia income. Answer:,
